,RECV_CPLT_DM,EVT_CL_CD,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour,RECV_minute,RECV_second,total_address,city,cluster
3699,21/12/12 23:04:01,401,세종특별자치시 세종시 금남면 두만리(행정:금남면),127.290188,36.425207,21,12,12,23,4,1,"논산천안고속도로, 상룡리, 공주시, 충청남도, 32528, 대한민국",세종특별자치시,6
3701,22/01/02 16:43:57,401,세종특별자치시 세종시 종촌동 (종촌동 ) 659,127.249918,36.504124,22,1,2,16,43,57,"호남고속도로지선, 덕목리, 논산시, 충청남도, 33026, 대한민국",세종특별자치시,38
3702,22/01/03 07:55:26,401,세종특별자치시 세종시 전동면 석곡리(행정:전동면 ),127.265383,36.649404,22,1,3,7,55,26,"만리포2길, 소원면, 태안군, 충청남도, 대한민국",세종특별자치시,3
3703,21/12/09 15:33:23,401,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 92,127.29635,36.59292,21,12,9,15,33,23,"금산농협, 건삼전길, 하옥리, 금산군, 충청남도, 32734, 대한민국",세종특별자치시,16
3705,22/01/03 08:20:26,401,세종특별자치시 세종시 고운동 (고운동 ) 1390-1,127.24065111,36.51751879,22,1,3,8,20,26,"마금로, 수룡리, 태안군, 충청남도, 32120, 대한민국",세종특별자치시,30
3708,21/12/20 14:31:02,401,세종특별자치시 세종시 연기면 보통리(연기면 ) 365-2,127.27780007,36.55284516,21,12,20,14,31,2,"충의로, 서정리, 청양군, 충청남도, 33352, 대한민국",세종특별자치시,9
3709,22/01/06 14:53:17,401,세종특별자치시 세종시 고운동 (고운동 ) 2077,127.2367,36.499715,22,1,6,14,53,17,"연무IC, 논산천안고속도로, 화정리, 논산시, 충청남도, 32945, 대한민국",세종특별자치시,39
3714,21/11/26 10:32:13,401,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 298-2,127.221777,36.501365,21,11,26,10,32,13,"고대리, 당진시, 충청남도, 31720, 대한민국",세종특별자치시,29
3715,22/02/15 10:11:53,401,세종특별자치시 세종시 소정면 운당리(소정면 ) 35-8,127.1525,36.6977778,22,2,15,10,11,53,"101, 서부북로, 남성리, 아산시, 충청남도, 31530, 대한민국",세종특별자치시,1
3716,22/01/03 18:47:49,401,세종특별자치시 세종시 종촌동 (종촌동 ) 702,127.249317,36.50465,22,1,3,18,47,49,"무창포수산물시장, 열린바다2길, 관당리, 보령시, 충청남도, 대한민국",세종특별자치시,38
3719,21/11/28 17:38:12,401,세종특별자치시 세종시 어진동(도담동) 595,127.263522,36.496882,21,11,28,17,38,12,"삼성로, 동산리, 아산시, 충청남도, 31454, 대한민국",세종특별자치시,36
3723,22/01/02 16:59:23,401,세종특별자치시 세종시 도담동 (도담동 ) 942,127.26126598,36.50874812,22,1,2,16,59,23,"힐링하우스, 7-7, 늘푸른3길, 두정동, 서북구, 천안시, 충청남도, 31099, 대한민국",세종특별자치시,34
3724,21/12/18 07:37:03,401,세종특별자치시 세종시 전의면 유천리(전의면 ) 377-4,127.17416691,36.6827811,21,12,18,7,37,3,"구시10길, 궁촌동, 보령시, 충청남도, 33458, 대한민국",세종특별자치시,2
3726,21/11/20 14:12:47,401,세종특별자치시 세종시 조치원읍 신흥리(행정:조치원읍) 395,127.28976,36.59492,21,11,20,14,12,47,"예천주공아파트, 예천1로, 서산시, 충청남도, 31997, 대한민국",세종특별자치시,15
3727,21/11/20 14:20:56,401,세종특별자치시 세종시 조치원읍 신흥리(행정:조치원읍) 395,127.28976,36.59492,21,11,20,14,20,56,"103, 삼룡천2길, 구성동, 동남구, 천안시, 충청남도, 31193, 대한민국",세종특별자치시,15
3731,21/11/19 16:13:29,401,세종특별자치시 세종시 나성동 (행정:새롬동) 795,127.257551,36.490005,21,11,19,16,13,29,"옥녀봉지하차도, 원신흥동, 온천1동, 온천동, 유성구, 대전, 35352, 대한민국",세종특별자치시,43
3733,21/11/19 09:20:09,401,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 257-6,127.293258,36.60492,21,11,19,9,20,9,"중앙로230번길, 내동, 와야리, 논산시, 충청남도, 32985, 대한민국",세종특별자치시,18
3735,21/11/19 22:55:49,401,세종특별자치시 세종시 연서면 봉암리(연서면) 234-6,127.28480129,36.56157263,21,11,19,22,55,49,"천안대로, 동남구, 천안시, 충청남도, 31226, 대한민국",세종특별자치시,10
3736,21/11/19 23:04:19,401,세종특별자치시 세종시 금남면 용포리(행정:금남면) 131,127.28001,36.46498,21,11,19,23,4,19,"삼성드림마트, 북수로, 북수리, 아산시, 충청남도, 31487, 대한민국",세종특별자치시,26
3737,21/11/19 22:46:08,401,세종특별자치시 세종시 연서면 봉암리(연서면) 234-6,127.28469157,36.56163588,21,11,19,22,46,8,"대정동, 진잠동, 유성구, 대전, 34221, 대한민국",세종특별자치시,10
3745,21/11/19 17:55:38,401,세종특별자치시 세종시 새롬동(새롬동) 605,127.25240299,36.48401587,21,11,19,17,55,38,"와촌동, 서북구, 천안시, 충청남도, 31145, 대한민국",세종특별자치시,31
3747,21/11/19 03:48:11,401,세종특별자치시 세종시 나성동 (행정:새롬동),127.257024,36.490339,21,11,19,3,48,11,"구봉로, 관저2동, 서구, 대전, 35371, 대한민국",세종특별자치시,43
3748,21/11/19 03:57:23,401,세종특별자치시 세종시 나성동(새롬동) 763,127.25735087,36.49029402,21,11,19,3,57,23,"계룡로, 갈마동, 갈마1동, 갈마동, 서구, 대전, 35276, 대한민국",세종특별자치시,43
3749,21/11/22 16:53:25,401,세종특별자치시 세종시 장군면 도계리(행정:장군면) 154-1,127.20571299,36.49749299,21,11,22,16,53,25,"불당대로, 불당동, 서북구, 천안시, 충청남도, 31168, 대한민국",세종특별자치시,7
3751,21/11/20 09:09:53,401,세종특별자치시 세종시 한솔동(한솔동) 984,127.2526016,36.47547396,21,11,20,9,9,53,"부석고등학교, 무학로, 취평리, 서산시, 충청남도, 32019, 대한민국",세종특별자치시,13
3752,21/11/30 12:25:55,401,세종특별자치시 세종시 아름동(아름동) 1324,127.246249,36.512107,21,11,30,12,25,55,"서우홈마트, 배재로, 내동, 서구, 대전, 35285, 대한민국",세종특별자치시,33
3757,21/11/25 00:01:55,401,세종특별자치시 세종시 도담동(도담동) 407-3,127.25700261,36.51858656,21,11,25,0,1,55,"황산벌로, 명암리, 논산시, 충청남도, 32913, 대한민국",세종특별자치시,35
3758,21/11/25 15:21:34,401,세종특별자치시 세종시 고운동 (행정:고운동) 2112,127.235109,36.520891,21,11,25,15,21,34,"용문역 7번출구, 도산로, 용문동, 탄방동, 서구, 대전, 35304, 대한민국",세종특별자치시,30
3764,21/11/22 09:20:13,401,세종특별자치시 세종시 아름동 (행정:아름동),127.247081,36.511525,21,11,22,9,20,13,"충무로, 쌍용동, 쌍용2동, 쌍용동, 서북구, 천안시, 충청남도, 31174, 대한민국",세종특별자치시,33
3765,21/11/22 10:22:42,401,세종특별자치시 세종시 도담동(도담동) 942,127.261741,36.508663,21,11,22,10,22,42,"배방로, 공수리, 아산시, 충청남도, 31487, 대한민국",세종특별자치시,34
3767,21/11/24 12:37:32,401,세종특별자치시 세종시 나성동(새롬동) 758,127.25637007,36.4921428,21,11,24,12,37,32,"풍기동, 아산시, 충청남도, 31579, 대한민국",세종특별자치시,43
3772,21/11/22 16:24:44,401,세종특별자치시 세종시 장군면 도계리(행정:장군면) 154-45,127.20581706,36.49743433,21,11,22,16,24,44,"가름로, 어진동, 도담동, 세종, 30054, 대한민국",세종특별자치시,7
3787,21/12/10 15:18:27,401,세종특별자치시 세종시 다정동 (행정:다정동) 945,127.248497,36.495616,21,12,10,15,18,27,"가득초등학교, 941, 세종로, 새롬동, 세종, 30125, 대한민국",세종특별자치시,37
3788,21/11/26 13:44:25,401,세종특별자치시 세종시 소담동 (행정:소담동),127.303381,36.481145,21,11,26,13,44,25,"학나래교, 한솔동, 세종, 30154, 대한민국",세종특별자치시,20
3791,21/12/09 09:03:24,401,세종특별자치시 세종시 소담동(소담동) 586,127.30537845,36.48204772,21,12,9,9,3,24,"어르목터널, 삼거리, 아산시, 충청남도, 31443, 대한민국",세종특별자치시,20
3792,21/11/23 14:13:22,401,세종특별자치시 세종시 전의면 동교리(전의면) 91,127.21,36.6841667,21,11,23,14,13,22,"서부터미널주유소, 유등천동로324번길, 산성동, 중구, 대전, 34890, 대한민국",세종특별자치시,0
3793,21/11/23 15:51:51,401,세종특별자치시 세종시 전의면 읍내리(행정:전의면) 214-8,127.205027,36.680178,21,11,23,15,51,51,"102, 수침로, 유천2동, 유천동, 중구, 대전, 34899, 대한민국",세종특별자치시,0
3794,21/11/23 16:10:49,401,세종특별자치시 세종시 아름동 (행정:아름동) 1324,127.245719,36.512225,21,11,23,16,10,49,"토정로, 고정리, 보령시, 충청남도, 33412, 대한민국",세종특별자치시,33
3795,21/11/23 12:59:21,401,세종특별자치시 세종시 보람동 (행정:보람동) 742,127.288441,36.478056,21,11,23,12,59,21,"소망교회 (Hope Church), 대오길, 대화동, 대덕구, 대전, 34373, 대한민국",세종특별자치시,23
3797,21/11/24 22:22:56,401,세종특별자치시 세종시 연기면 보통리(행정:연기면),127.277827,36.552693,21,11,24,22,22,56,"문화원로38번길, 장대동, 온천2동, 온천동, 유성구, 대전, 34168, 대한민국",세종특별자치시,9
3800,21/11/26 13:58:17,401,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 377-4,127.221025,36.499367,21,11,26,13,58,17,"152, 충무로, 권곡동, 송곡리, 아산시, 충청남도, 31516, 대한민국",세종특별자치시,29
3802,21/11/26 21:33:18,401,세종특별자치시 세종시 나성동 (행정:새롬동) 798,127.257801,36.489644,21,11,26,21,33,18,"도산로, 내동, 서구, 대전, 35310, 대한민국",세종특별자치시,43
3815,21/11/27 07:42:00,401,세종특별자치시 세종시 연서면 월하리(연서면) 488-2,127.2905556,36.5738889,21,11,27,7,42,0,"마도길, 신진도리, 태안군, 충청남도, 32131, 대한민국",세종특별자치시,11
3816,21/11/25 08:37:53,401,세종특별자치시 세종시 대평동 (행정:대평동) 269-30,127.27504415,36.46744707,21,11,25,8,37,53,"대백제로, 가탑리, 부여군, 충청남도, 33161, 대한민국",세종특별자치시,27
3820,21/11/30 19:33:25,401,세종특별자치시 세종시 보람동(보람동) 630-9,127.29143,36.47735,21,11,30,19,33,25,"국사봉로, 국동리, 공주시, 충청남도, 32609, 대한민국",세종특별자치시,23
3822,21/11/26 23:42:59,401,세종특별자치시 세종시 나성동 (행정:새롬동) 798,127.257801,36.489644,21,11,26,23,42,59,"111, 수곡로, 신방동, 쌍용동, 동남구, 천안시, 충청남도, 31176, 대한민국",세종특별자치시,43
3823,21/11/27 13:50:52,401,세종특별자치시 세종시 나성동(새롬동) 760,127.25641864,36.49146897,21,11,27,13,50,52,"서해로, 평천리, 태안군, 충청남도, 32144, 대한민국",세종특별자치시,43
3824,21/11/27 13:40:08,401,세종특별자치시 세종시 나성동(새롬동) 735,127.25633874,36.49088536,21,11,27,13,40,8,"충남대로, 주령리, 예산군, 충청남도, 32446, 대한민국",세종특별자치시,43
3825,21/11/27 13:55:23,401,세종특별자치시 세종시 조치원읍 정리(조치원읍) 115-1,127.29844124,36.59927105,21,11,27,13,55,23,"충남대로, 주령리, 예산군, 충청남도, 32446, 대한민국",세종특별자치시,25
3826,21/11/27 13:56:13,401,세종특별자치시 세종시 조치원읍 정리(조치원읍) 90,127.298457,36.599243,21,11,27,13,56,13,"1105동, 한누리대로, 어진동, 도담동, 세종, 30098, 대한민국",세종특별자치시,25
3827,21/11/27 13:58:40,401,세종특별자치시 세종시 조치원읍 정리(행정:조치원읍) 87-2,127.298601,36.599391,21,11,27,13,58,40,"갈마종합동물병원, 신갈마로, 갈마2동, 갈마동, 서구, 대전, 35276, 대한민국",세종특별자치시,25
3831,21/11/27 14:14:20,401,세종특별자치시 세종시 조치원읍 죽림리(조치원읍) 158,127.29687346,36.59217719,21,11,27,14,14,20,"금벽로, 신관동, 공주시, 충청남도, 32573, 대한민국",세종특별자치시,16
3832,21/12/02 20:43:36,401,세종특별자치시 세종시 새롬동 (행정:새롬동) 593,127.251082,36.483503,21,12,2,20,43,36,"석림6로, 석림동, 서산시, 충청남도, 31993, 대한민국",세종특별자치시,31
3833,21/12/02 18:52:25,401,세종특별자치시 세종시 아름동(아름동) 1292,127.25009758,36.51163062,21,12,2,18,52,25,"슬기유치원, 고운길, 고운동, 세종, 30062, 대한민국",세종특별자치시,33
3834,21/11/27 00:55:24,401,세종특별자치시 세종시 도담동 (행정:도담동) 667,127.25897,36.51268,21,11,27,0,55,24,"외암로, 송학리, 아산시, 충청남도, 31557, 대한민국",세종특별자치시,35
3835,21/12/02 20:55:04,401,세종특별자치시 세종시 새롬동(한솔동) 341-97,127.25036611,36.48437956,21,12,2,20,55,4,"구성북로, 오봉리, 홍성군, 충청남도, 32213, 대한민국",세종특별자치시,31
3836,21/11/27 01:00:41,401,세종특별자치시 세종시 도담동 (행정:도담동) 667,127.25897,36.51268,21,11,27,1,0,41,"서산경찰서 서부지구대, 호수공원11로, 서산시, 충청남도, 31997, 대한민국",세종특별자치시,35
3839,21/11/28 02:21:49,401,세종특별자치시 세종시 나성동(새롬동) 788,127.2574289,36.4907514,21,11,28,2,21,49,"봉정로, 두정동, 서북구, 천안시, 충청남도, 31105, 대한민국",세종특별자치시,43
3841,21/11/30 21:35:41,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 414-1,127.366208,36.530529,21,11,30,21,35,41,"15, 새내10길, 조치원읍, 세종, 30027, 대한민국",세종특별자치시,4
3842,21/11/30 21:47:16,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 414-1,127.366208,36.530529,21,11,30,21,47,16,"112, 성황로, 성황동, 동남구, 천안시, 충청남도, 31128, 대한민국",세종특별자치시,4
3843,21/12/04 21:59:04,401,세종특별자치시 세종시 나성동 (행정:새롬동) 763,127.257079,36.490422,21,12,4,21,59,4,"103, 한들1로, 백석동, 서북구, 천안시, 충청남도, 31095, 대한민국",세종특별자치시,43
3844,21/12/04 22:02:44,401,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 268-7,127.291158,36.603937,21,12,4,22,2,44,"코스트코 세종점, 14, 종합운동장로, 대평동, 성덕리, 세종, 30154, 대한민국",세종특별자치시,18
3845,21/11/27 10:58:06,401,세종특별자치시 세종시 고운동(고운동) 1724,127.24069336,36.50520832,21,11,27,10,58,6,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국",세종특별자치시,41
3846,21/11/27 15:44:32,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 453-12,127.368374,36.530862,21,11,27,15,44,32,"성화로, 화천리, 서천군, 충청남도, 33662, 대한민국",세종특별자치시,4
3850,21/12/01 18:21:32,401,세종특별자치시 세종시 산울동(아름동) 371-21,127.26137393,36.5252525,21,12,1,18,21,32,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,14
3856,21/12/01 18:48:34,401,세종특별자치시 세종시 금남면 용포리(행정:금남면) 122-1,127.280355,36.46387,21,12,1,18,48,34,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,26
3861,21/12/08 15:54:07,401,세종특별자치시 세종시 종촌동 (행정:종촌동) 664,127.249691,36.503726,21,12,8,15,54,7,"봉황터널, 죽정동, 신대리, 보령시, 충청남도, 33429, 대한민국",세종특별자치시,38
3863,21/11/29 18:32:59,401,세종특별자치시 세종시 고운동 (행정:고운동) 2092,127.241053,36.512586,21,11,29,18,32,59,"대전복합터미널 동관, 30, 동서대로1695번길, 용전동, 동구, 대전, 34584, 대한민국",세종특별자치시,32
3865,21/12/08 15:44:34,401,세종특별자치시 세종시 종촌동 (행정:종촌동) 640,127.243525,36.505531,21,12,8,15,44,34,"동양치과의원, 대종로460번길, 대흥동, 중구, 대전, 34925, 대한민국",세종특별자치시,41
3867,21/12/01 22:10:41,401,세종특별자치시 세종시 나성동(새롬동) 762,127.25728637,36.49065799,21,12,1,22,10,41,"시청역 7번출구, 둔산로, 관저2동, 둔산동, 서구, 대전, 35241, 대한민국",세종특별자치시,43
3870,21/11/30 13:18:32,401,세종특별자치시 세종시 장군면 하봉리(장군면) 51-17,127.20355085,36.49801868,21,11,30,13,18,32,"배방로, 공수리, 아산시, 충청남도, 31487, 대한민국",세종특별자치시,7
3871,21/12/02 05:01:18,401,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 262-7,127.292353,36.603727,21,12,2,5,1,18,"장항산단로, 덕암리, 서천군, 충청남도, 33657, 대한민국",세종특별자치시,18
3874,21/12/03 16:51:25,401,세종특별자치시 세종시 소담동(소담동) 9-96,127.30721629,36.48016079,21,12,3,16,51,25,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,20
3879,21/12/05 19:04:22,401,세종특별자치시 세종시 금남면 용담리(금남면) 3-5,127.29283853,36.42102137,21,12,5,19,4,22,"한밭대로, 오정동, 대덕구, 대전, 34379, 대한민국",세종특별자치시,6
3881,21/12/05 19:04:22,401,세종특별자치시 세종시 금남면 용담리(금남면) 3-5,127.29283853,36.42102137,21,12,5,19,4,22,"101, 온천대로, 득산동, 행목리, 아산시, 충청남도, 31531, 대한민국",세종특별자치시,6
3883,21/12/04 12:26:31,401,세종특별자치시 세종시 새롬동(새롬동) 558,127.25156678,36.48771942,21,12,4,12,26,31,"한밭지하차도, 월평2동, 월평동, 서구, 대전, 35203, 대한민국",세종특별자치시,31
3884,21/11/30 11:58:10,401,세종특별자치시 세종시 종촌동(종촌동) 690,127.2475,36.5019444,21,11,30,11,58,10,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,38
3885,21/11/30 11:59:01,401,세종특별자치시 세종시 종촌동(종촌동) 690,127.2475,36.5019444,21,11,30,11,59,1,"노블레스모텔, 대둔산로509번길, 유천동, 유천1동, 유천동, 중구, 대전, 34890, 대한민국",세종특별자치시,38
3888,21/12/04 07:59:14,401,세종특별자치시 세종시 아름동(아름동) 805,127.248416,36.52584,21,12,4,7,59,14,"서산영덕고속도로, 사기소동, 사기소리, 당진시, 충청남도, 31804, 대한민국",세종특별자치시,17
3889,21/12/03 19:44:34,401,세종특별자치시 세종시 도담동 (행정:도담동) 407,127.257943,36.519513,21,12,3,19,44,34,"금강로, 송내리, 서천군, 충청남도, 33657, 대한민국",세종특별자치시,35
3891,21/12/03 08:19:14,401,세종특별자치시 세종시 소담동(소담동) 622,127.30270565,36.48144885,21,12,3,8,19,14,"복수남로12번길, 복수동, 서구, 대전, 35404, 대한민국",세종특별자치시,20
3893,21/12/02 02:22:58,401,세종특별자치시 세종시 나성동(새롬동) 761,127.25660454,36.49106818,21,12,2,2,22,58,"온양순환로, 장존동, 평촌리, 아산시, 충청남도, 31561, 대한민국",세종특별자치시,43
3894,21/12/02 15:40:42,401,세종특별자치시 세종시 나성동 (행정:새롬동) 722,127.262257,36.479623,21,12,2,15,40,42,"상전, 송도로, 송정동모아엘가아파트, 광산구, 광주, 62427, 대한민국",세종특별자치시,44
3898,21/12/03 13:42:56,401,세종특별자치시 세종시 보람동(한솔동) 626-5,127.28907468,36.48004321,21,12,3,13,42,56,"용소로, 가수원동, 서구, 대전, 35367, 대한민국",세종특별자치시,23
3901,21/12/05 14:34:38,401,세종특별자치시 세종시 나성동 (행정:새롬동) 712,127.259496,36.483562,21,12,5,14,34,38,"상대서로, 상대동, 온천1동, 온천동, 유성구, 대전, 34200, 대한민국",세종특별자치시,45
3902,21/12/06 13:05:02,401,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) 155-1,127.301685,36.601271,21,12,6,13,5,2,"경부고속도로, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국",세종특별자치시,25
3904,21/12/06 12:26:09,401,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 238,127.299102,36.592216,21,12,6,12,26,9,"통영대전고속도로, 외부리, 금산군, 충청남도, 35718, 대한민국",세종특별자치시,16
3905,21/12/10 14:52:42,401,세종특별자치시 세종시 보람동(보람동) 744,127.2898353,36.47921397,21,12,10,14,52,42,"에덴 민박, 서인로, 마량리, 서천군, 충청남도, 33602, 대한민국",세종특별자치시,23
3906,21/12/06 08:37:42,401,세종특별자치시 세종시 연동면 합강리(소담동) 산86-8,127.328131,36.525089,21,12,6,8,37,42,"공주식당, 순천향3길, 봉명동, 동남구, 천안시, 충청남도, 31153, 대한민국",세종특별자치시,5
3907,21/12/06 15:47:34,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 430-1,127.36576,36.52917,21,12,6,15,47,34,"나무장1길, 예천동, 풍전리, 서산시, 충청남도, 31997, 대한민국",세종특별자치시,4
3908,21/12/06 16:01:16,401,세종특별자치시 세종시 조치원읍 정리(행정:조치원읍) 102-10,127.298213,36.599687,21,12,6,16,1,16,"도담동 먹자골목, 도담동, 세종, 30098, 대한민국",세종특별자치시,25
3910,21/12/06 17:09:07,401,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 92,127.29642,36.59238,21,12,6,17,9,7,"연육교삼거리 회전교차로, 등마루1길, 창기리, 태안군, 충청남도, 32158, 대한민국",세종특별자치시,16
3911,21/12/11 19:03:18,401,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 4-16,127.2987,36.59362,21,12,11,19,3,18,"부성19로, 부대동, 서북구, 천안시, 충청남도, 31084, 대한민국",세종특별자치시,16
3916,21/12/09 13:22:55,401,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 3-8,127.299908,36.601659,21,12,9,13,22,55,"유성온천역 1번출구, 계룡로, 봉명동, 온천1동, 온천동, 유성구, 대전, 34179, 대한민국",세종특별자치시,25
3920,21/12/06 14:25:37,401,세종특별자치시 세종시 종촌동 (행정:종촌동) 673,127.247497,36.502782,21,12,6,14,25,37,"청당동, 동남구, 천안시, 충청남도, 31197, 대한민국",세종특별자치시,38
3922,21/12/04 19:26:03,401,세종특별자치시 세종시 나성동 (행정:새롬동) 800,127.25894,36.489811,21,12,4,19,26,3,"한밭수목원동, 엑스포지하차도, 만년동, 서구, 대전, 34125, 대한민국",세종특별자치시,43
3923,21/12/04 20:24:50,401,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 268-7,127.291158,36.603937,21,12,4,20,24,50,"115동, 청사로, 월평3동, 월평동, 서구, 대전, 35210, 대한민국",세종특별자치시,18
3924,21/12/04 20:28:16,401,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 268-7,127.291158,36.603937,21,12,4,20,28,16,"104, 온천대로, 세교리, 아산시, 충청남도, 31468, 대한민국",세종특별자치시,18
3925,21/12/04 20:30:14,401,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 105-2,127.2945125,36.60278206,21,12,4,20,30,14,"신탄진휴게소 (서울방향), 덕암로, 상서동, 덕암동, 대덕구, 대전, 34344, 대한민국",세종특별자치시,18
3927,21/12/06 09:53:19,401,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍),127.298852,36.604076,21,12,6,9,53,19,"예지중.고등학교, 376, 도솔로, 괴정동, 서구, 대전, 35292, 대한민국",세종특별자치시,24
3928,21/12/04 17:28:44,401,세종특별자치시 세종시 해밀동(도담동) 산41,127.26288679,36.52494163,21,12,4,17,28,44,"신창리, 서천군, 충청남도, 33662, 대한민국",세종특별자치시,14
3933,21/12/22 14:18:01,401,세종특별자치시 세종시 연서면 봉암리(연서면 ) 216-1,127.282905,36.562692,21,12,22,14,18,1,"64-34, 용연동길, 장재리, 아산시, 충청남도, 31462, 대한민국",세종특별자치시,10
3935,21/12/12 15:22:09,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 504-11,127.36724,36.52523,21,12,12,15,22,9,"서해안고속도로, 갈산리, 당진시, 충청남도, 31733, 대한민국",세종특별자치시,4
3936,21/12/12 15:23:50,401,세종특별자치시 세종시 아름동(아름동) 1358,127.24851306,36.51125149,21,12,12,15,23,50,"대화대교, 갑천도시고속도로, 대화동, 대덕구, 대전, 34365, 대한민국",세종특별자치시,33
3937,21/12/12 20:33:05,401,세종특별자치시 세종시 조치원읍 죽림리(조치원읍) 235-5,127.29858009,36.59217904,21,12,12,20,33,5,"104, 성불사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국",세종특별자치시,16
3940,21/12/09 12:40:17,401,세종특별자치시 세종시 한솔동(한솔동) 1110,127.24651197,36.479451,21,12,9,12,40,17,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,13
3941,21/12/14 08:38:34,401,세종특별자치시 세종시 새롬동(한솔동) 55,127.25649729,36.48875628,21,12,14,8,38,34,"7-Eleven, 한남로, 홍도동, 동구, 대전, 34554, 대한민국",세종특별자치시,43
3943,21/12/07 09:56:08,401,세종특별자치시 세종시 해밀동(도담동) 357-12,127.2616759,36.52531554,21,12,7,9,56,8,"혜천주유소, 혜천로, 정림동, 서구, 대전, 35403, 대한민국",세종특별자치시,14
3944,21/12/11 14:27:03,401,세종특별자치시 세종시 아름동(아름동) 1345,127.24633591,36.51042704,21,12,11,14,27,3,"차령터널, 동남구, 천안시, 충청남도, 30007, 대한민국",세종특별자치시,33
3945,21/12/07 10:03:27,401,세종특별자치시 세종시 해밀동(도담동) 357-12,127.2616759,36.52531554,21,12,7,10,3,27,"논산경찰서 계룡지구대, 금남정맥, 천호리, 계룡시, 충청남도, 32822, 대한민국",세종특별자치시,14
3949,21/12/22 11:07:03,401,세종특별자치시 세종시 조치원읍 죽림리(조치원읍 ) 396,127.29018458,36.59087312,21,12,22,11,7,3,"의사로43번길, 오관리, 홍성군, 충청남도, 32236, 대한민국",세종특별자치시,16
3952,21/12/15 08:48:17,401,세종특별자치시 세종시 아름동 (아름동 ) 805,127.24838214,36.52563743,21,12,15,8,48,17,"서림마트, 가수원중로57번길, 가수원동, 서구, 대전, 35389, 대한민국",세종특별자치시,17
3954,21/12/14 19:10:47,401,세종특별자치시 세종시 소담동 (소담동 ) 531,127.3005556,36.4866667,21,12,14,19,10,47,"갈마중로16번길, 갈마동, 갈마1동, 갈마동, 서구, 대전, 35272, 대한민국",세종특별자치시,22
3957,21/12/18 16:21:41,401,세종특별자치시 세종시 소담동 (소담동 ) 607,127.2991667,36.4869444,21,12,18,16,21,41,"117, 계백로1653번길, 유천2동, 유천동, 중구, 대전, 34906, 대한민국",세종특별자치시,22
3958,21/12/13 14:53:47,401,세종특별자치시 세종시 나성동 (행정:새롬동) 790,127.258718,36.491061,21,12,13,14,53,47,"계족로423번길, 홍도동, 동구, 대전, 34554, 대한민국",세종특별자치시,43
3959,21/12/12 23:14:45,401,세종특별자치시 세종시 금남면 두만리(행정:금남면),127.294938,36.422791,21,12,12,23,14,45,"아리랑로, 대화동, 회덕동, 대덕구, 대전, 34365, 대한민국",세종특별자치시,6
3960,21/12/12 23:14:45,401,세종특별자치시 세종시 금남면 두만리(행정:금남면),127.294938,36.422791,21,12,12,23,14,45,"호산리, 아산시, 충청남도, 31454, 대한민국",세종특별자치시,6
3963,21/12/13 23:58:09,401,세종특별자치시 세종시 보람동(보람동) 627-6,127.28751514,36.48017562,21,12,13,23,58,9,"동신중학교, 56-22, 동부로, 판암2동, 판암동, 동구, 대전, 34674, 대한민국",세종특별자치시,23
3970,21/12/11 19:58:28,401,세종특별자치시 세종시 반곡동(소담동) 712,127.30601214,36.49588291,21,12,11,19,58,28,"번영로179번길, 권곡동, 아산시, 충청남도, 31519, 대한민국",세종특별자치시,19
3972,21/12/10 12:19:34,401,세종특별자치시 세종시 다정동(다정동) 945,127.24877719,36.49591977,21,12,10,12,19,34,"질러존 노래 연습장, 호수공원10로, 서산시, 충청남도, 31997, 대한민국",세종특별자치시,37
