date,accident_num,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 이슬점온도(°C),year,month,day,측정소명,O3,PM10,PM2.5,season,요일,workday
2020-08-29,0.0,27.2,15.3,1.1,90.6,25.3,2020,8,29,구성동,0,0,0,summer,토요일,1
2020-08-30,1.0,27.9,8.4,0.8,91.6,26.3,2020,8,30,구성동,0,0,0,summer,일요일,1
2020-08-31,0.0,26.7,0.1,2.7,85.0,23.8,2020,8,31,구성동,0,0,0,summer,월요일,0
2020-09-01,0.0,26.9,0.0,2.4,79.5,22.9,2020,9,1,구성동,1,0,0,fall,화요일,0
2020-09-02,0.0,24.6,26.2,1.8,96.3,23.9,2020,9,2,구성동,0,0,0,fall,수요일,0
2020-09-03,2.0,23.1,61.8,3.2,86.3,20.5,2020,9,3,구성동,1,0,0,fall,목요일,0
2020-09-04,2.0,24.3,0.0,1.6,74.0,18.9,2020,9,4,구성동,1,1,1,fall,금요일,0
2020-09-05,0.0,22.2,0.0,0.9,83.1,19.0,2020,9,5,구성동,0,1,1,fall,토요일,1
2020-09-06,0.0,21.1,22.8,1.5,90.0,19.3,2020,9,6,구성동,1,0,0,fall,일요일,1
2020-09-07,6.0,19.3,29.0,3.1,95.4,18.5,2020,9,7,구성동,1,0,0,fall,월요일,0
2020-09-08,0.0,24.3,0.2,2.0,78.5,20.1,2020,9,8,구성동,1,1,1,fall,화요일,0
2020-09-09,0.0,22.2,9.9,1.5,85.1,19.3,2020,9,9,구성동,1,0,0,fall,수요일,0
2020-09-10,0.0,23.2,0.0,0.9,81.9,19.6,2020,9,10,구성동,1,0,1,fall,목요일,0
2020-09-11,2.0,21.7,3.0,1.2,91.0,20.1,2020,9,11,구성동,0,0,1,fall,금요일,0
2020-09-12,0.0,19.3,11.7,1.0,95.9,18.6,2020,9,12,구성동,0,0,0,fall,토요일,1
2020-09-13,0.0,21.6,0.0,0.8,81.8,18.1,2020,9,13,구성동,0,0,0,fall,일요일,1
2020-09-14,0.0,21.9,0.0,1.0,80.0,17.8,2020,9,14,구성동,0,0,0,fall,월요일,0
2020-09-15,2.0,23.4,0.1,1.0,79.4,19.2,2020,9,15,구성동,0,0,0,fall,화요일,0
2020-09-16,2.0,21.6,4.8,0.7,94.3,20.6,2020,9,16,구성동,0,0,0,fall,수요일,0
2020-09-17,0.0,21.7,0.0,0.9,90.8,20.1,2020,9,17,구성동,0,0,0,fall,목요일,0
2020-09-18,1.0,21.2,0.0,1.5,73.0,15.6,2020,9,18,구성동,0,0,0,fall,금요일,0
2020-09-19,0.0,20.0,4.1,1.5,77.3,15.4,2020,9,19,구성동,0,0,0,fall,토요일,1
2020-09-20,0.0,18.9,0.0,1.2,72.3,13.0,2020,9,20,구성동,0,0,0,fall,일요일,1
2020-09-21,0.0,18.0,0.0,1.0,72.3,12.3,2020,9,21,구성동,0,0,0,fall,월요일,0
2020-09-22,0.0,19.1,0.0,2.1,70.8,13.3,2020,9,22,구성동,0,0,0,fall,화요일,0
2020-09-23,0.0,19.0,0.0,1.9,70.0,13.2,2020,9,23,구성동,1,0,0,fall,수요일,0
2020-09-24,0.0,20.8,0.0,2.1,70.3,14.9,2020,9,24,구성동,1,0,0,fall,목요일,0
2020-09-25,0.0,20.0,0.0,1.2,72.4,14.6,2020,9,25,구성동,0,0,0,fall,금요일,0
2020-09-26,1.0,19.4,0.0,1.2,69.1,13.2,2020,9,26,구성동,1,0,0,fall,토요일,1
2020-09-27,2.0,19.8,0.0,1.1,74.3,14.6,2020,9,27,구성동,0,0,0,fall,일요일,1
2020-09-28,0.0,18.9,0.0,1.1,72.3,13.1,2020,9,28,구성동,0,0,0,fall,월요일,0
2020-09-29,0.0,18.5,0.0,0.9,75.0,13.4,2020,9,29,구성동,1,0,1,fall,화요일,0
2020-09-30,0.0,19.5,0.0,0.8,78.6,15.1,2020,9,30,구성동,0,0,1,fall,수요일,1
2020-10-01,0.0,20.4,0.0,1.3,76.3,15.8,2020,10,1,구성동,1,0,1,fall,목요일,1
2020-10-02,0.0,21.0,0.0,1.3,72.6,15.5,2020,10,2,구성동,1,0,0,fall,금요일,1
2020-10-03,1.0,20.0,2.1,0.8,89.5,18.1,2020,10,3,구성동,1,0,1,fall,토요일,1
2020-10-04,1.0,18.0,0.7,1.4,77.3,13.7,2020,10,4,구성동,1,0,1,fall,일요일,1
2020-10-05,1.0,13.6,0.0,1.5,64.8,6.7,2020,10,5,구성동,0,0,0,fall,월요일,0
2020-10-06,0.0,14.2,0.0,1.0,66.1,7.3,2020,10,6,구성동,0,0,0,fall,화요일,0
2020-10-07,2.0,16.8,0.0,1.9,67.3,10.0,2020,10,7,구성동,1,0,0,fall,수요일,0
2020-10-08,0.0,17.4,0.0,2.7,59.0,8.7,2020,10,8,구성동,1,0,0,fall,목요일,0
2020-10-09,2.0,18.0,0.0,3.1,58.0,9.4,2020,10,9,구성동,1,0,0,fall,금요일,1
2020-10-10,0.0,17.5,0.0,1.4,65.6,10.6,2020,10,10,구성동,1,0,0,fall,토요일,1
2020-10-11,1.0,17.3,0.0,1.4,73.8,12.3,2020,10,11,구성동,1,0,0,fall,일요일,1
2020-10-12,0.0,17.1,0.4,1.2,78.8,13.0,2020,10,12,구성동,0,0,1,fall,월요일,0
2020-10-13,2.0,12.9,0.0,1.1,70.0,6.7,2020,10,13,구성동,0,0,0,fall,화요일,0
2020-10-14,0.0,12.2,0.0,1.0,72.5,7.0,2020,10,14,구성동,0,0,1,fall,수요일,0
2020-10-15,4.0,11.4,0.0,1.0,57.9,2.7,2020,10,15,구성동,0,1,1,fall,목요일,0
2020-10-16,0.0,11.4,0.0,0.7,78.9,7.6,2020,10,16,구성동,0,1,2,fall,금요일,0
2020-10-17,1.0,12.6,0.0,1.0,74.0,7.5,2020,10,17,구성동,0,0,1,fall,토요일,1
2020-10-18,0.0,12.2,0.0,1.0,72.4,6.7,2020,10,18,구성동,0,0,1,fall,일요일,1
2020-10-19,0.0,13.4,0.0,0.8,73.8,8.0,2020,10,19,구성동,0,1,1,fall,월요일,0
2020-10-20,1.0,14.0,0.0,0.9,74.4,8.5,2020,10,20,구성동,0,1,1,fall,화요일,0
2020-10-21,0.0,13.2,0.0,0.7,83.9,10.3,2020,10,21,구성동,0,1,1,fall,수요일,0
2020-10-22,0.0,13.0,0.0,1.3,77.1,8.7,2020,10,22,구성동,0,1,1,fall,목요일,0
2020-10-23,0.0,10.2,0.0,1.9,59.4,2.0,2020,10,23,구성동,1,0,0,fall,금요일,0
2020-10-24,2.0,9.3,0.0,1.8,59.1,0.9,2020,10,24,구성동,0,0,0,fall,토요일,1
2020-10-25,1.0,11.7,0.0,1.1,71.0,6.1,2020,10,25,구성동,0,0,0,fall,일요일,1
2020-10-26,0.0,11.8,0.0,0.9,73.8,6.8,2020,10,26,구성동,0,1,1,fall,월요일,0
2020-10-27,0.0,13.0,0.0,0.9,74.1,7.8,2020,10,27,구성동,1,1,1,fall,화요일,0
2020-10-28,0.0,13.6,0.0,1.1,66.4,6.7,2020,10,28,구성동,0,1,1,fall,수요일,0
2020-10-29,0.0,10.0,0.0,1.0,57.5,1.2,2020,10,29,구성동,0,0,0,fall,목요일,0
2020-10-30,0.0,10.9,0.0,1.0,68.1,4.5,2020,10,30,구성동,0,1,1,fall,금요일,0
2020-10-31,0.0,12.6,0.0,1.0,68.0,6.1,2020,10,31,구성동,0,0,1,fall,토요일,1
2020-11-01,0.0,12.6,3.7,1.2,88.9,10.7,2020,11,1,구성동,0,0,0,fall,일요일,1
2020-11-02,1.0,11.3,0.0,1.3,65.1,3.5,2020,11,2,구성동,0,0,0,fall,월요일,0
2020-11-03,0.0,6.5,0.3,2.1,56.8,-1.9,2020,11,3,구성동,0,0,0,fall,화요일,0
2020-11-04,0.0,4.9,0.0,1.3,57.1,-4.1,2020,11,4,구성동,0,0,0,fall,수요일,0
2020-11-05,0.0,8.1,0.0,0.8,63.5,1.0,2020,11,5,구성동,0,1,1,fall,목요일,0
2020-11-06,1.0,11.7,0.3,0.7,77.3,7.6,2020,11,6,구성동,0,1,1,fall,금요일,0
2020-11-07,0.0,13.4,0.0,1.3,69.4,6.9,2020,11,7,구성동,1,1,1,fall,토요일,1
2020-11-08,0.0,9.6,0.0,2.0,53.4,-2.0,2020,11,8,구성동,1,1,0,fall,일요일,1
2020-11-09,0.0,7.2,0.0,1.4,47.6,-3.9,2020,11,9,구성동,0,0,0,fall,월요일,0
2020-11-10,1.0,8.4,0.0,1.4,54.9,-1.0,2020,11,10,구성동,0,0,0,fall,화요일,0
2020-11-11,1.0,8.7,0.0,0.9,59.9,0.4,2020,11,11,구성동,0,0,1,fall,수요일,0
2020-11-12,0.0,9.6,0.0,0.9,62.8,1.9,2020,11,12,구성동,0,1,1,fall,목요일,0
2020-11-13,0.0,10.0,0.0,0.9,75.0,5.4,2020,11,13,구성동,0,1,1,fall,금요일,0
2020-11-14,0.0,11.3,0.0,0.7,73.6,5.8,2020,11,14,구성동,0,1,1,fall,토요일,1
2020-11-15,1.0,11.6,0.0,0.9,75.3,6.7,2020,11,15,구성동,0,1,1,fall,일요일,1
2020-11-16,1.0,11.3,0.0,0.7,79.5,7.5,2020,11,16,구성동,0,1,2,fall,월요일,0
2020-11-17,0.0,15.4,1.0,1.6,80.4,11.7,2020,11,17,구성동,0,1,1,fall,화요일,0
2020-11-18,0.0,15.4,3.6,0.8,95.5,14.6,2020,11,18,구성동,0,1,1,fall,수요일,0
2020-11-19,1.0,16.1,28.5,2.5,88.0,14.1,2020,11,19,구성동,0,0,0,fall,목요일,0
2020-11-20,0.0,6.6,0.0,2.4,77.1,2.8,2020,11,20,구성동,0,0,0,fall,금요일,0
2020-11-21,0.0,8.3,0.0,2.1,69.9,2.8,2020,11,21,구성동,0,0,1,fall,토요일,1
2020-11-22,0.0,7.9,4.4,1.7,82.3,4.9,2020,11,22,구성동,0,0,0,fall,일요일,1
2020-11-23,0.0,3.9,0.0,1.5,65.1,-2.5,2020,11,23,구성동,0,0,0,fall,월요일,0
2020-11-24,0.0,4.7,0.0,0.9,51.8,-5.1,2020,11,24,구성동,0,0,0,fall,화요일,0
2020-11-25,0.0,5.3,0.0,1.1,65.8,-1.1,2020,11,25,구성동,0,1,1,fall,수요일,0
2020-11-26,0.0,6.9,0.0,1.0,66.0,0.2,2020,11,26,구성동,0,1,1,fall,목요일,0
2020-11-27,0.0,5.9,0.0,1.9,63.6,-0.6,2020,11,27,구성동,0,1,1,fall,금요일,0
2020-11-28,0.0,2.9,0.0,2.0,54.0,-6.1,2020,11,28,구성동,1,0,0,fall,토요일,1
2020-11-29,0.0,2.0,0.0,1.0,69.5,-3.1,2020,11,29,구성동,0,0,0,fall,일요일,1
2020-11-30,0.0,1.2,0.0,1.3,70.4,-3.8,2020,11,30,구성동,0,0,0,fall,월요일,0
2020-12-01,0.0,1.5,0.0,1.1,54.8,-7.9,2020,12,1,구성동,0,1,1,winter,화요일,0
2020-12-02,0.0,3.4,0.0,1.1,48.5,-6.8,2020,12,2,구성동,0,1,0,winter,수요일,0
2020-12-03,0.0,1.5,0.0,1.5,60.0,-5.6,2020,12,3,구성동,0,0,0,winter,목요일,0
2020-12-04,0.0,0.4,0.0,1.1,64.3,-6.0,2020,12,4,구성동,0,0,0,winter,금요일,0
2020-12-05,0.0,1.3,0.0,0.9,78.5,-2.1,2020,12,5,구성동,0,1,0,winter,토요일,1
2020-12-06,0.0,3.3,0.0,0.8,77.9,-0.5,2020,12,6,구성동,0,1,1,winter,일요일,1
2020-12-07,2.0,2.8,0.0,1.3,73.6,-1.6,2020,12,7,구성동,0,1,1,winter,월요일,0
2020-12-08,0.0,0.6,0.0,1.1,59.8,-6.5,2020,12,8,구성동,0,0,0,winter,화요일,0
2020-12-09,0.0,1.5,0.0,1.0,58.8,-6.2,2020,12,9,구성동,0,1,0,winter,수요일,0
2020-12-10,1.0,6.1,0.0,0.6,63.4,-0.5,2020,12,10,구성동,0,1,1,winter,목요일,0
2020-12-11,1.0,6.8,0.0,0.7,71.0,1.6,2020,12,11,구성동,0,1,1,winter,금요일,0
2020-12-12,0.0,4.2,0.0,1.5,48.1,-6.3,2020,12,12,구성동,1,1,1,winter,토요일,1
2020-12-13,1.0,1.1,1.6,1.7,68.6,-4.1,2020,12,13,구성동,0,1,1,winter,일요일,1
2020-12-14,0.0,-4.7,0.0,2.4,53.6,-13.2,2020,12,14,구성동,0,0,0,winter,월요일,0
2020-12-15,1.0,-5.9,0.0,1.8,49.3,-15.2,2020,12,15,구성동,0,0,0,winter,화요일,0
2020-12-16,0.0,-5.6,0.0,1.5,56.8,-13.2,2020,12,16,구성동,0,0,0,winter,수요일,0
2020-12-17,0.0,-3.7,0.0,1.0,58.9,-11.0,2020,12,17,구성동,0,0,0,winter,목요일,0
2020-12-18,1.0,0.1,0.0,1.8,64.8,-5.8,2020,12,18,구성동,0,0,0,winter,금요일,0
2020-12-19,0.0,-3.7,0.0,1.5,44.1,-15.1,2020,12,19,구성동,0,0,0,winter,토요일,1
2020-12-20,0.0,-2.4,0.0,1.1,52.6,-11.4,2020,12,20,구성동,0,0,0,winter,일요일,1
2020-12-21,0.0,0.4,0.0,0.8,69.6,-4.6,2020,12,21,구성동,0,1,1,winter,월요일,0
2020-12-22,0.0,1.9,0.0,0.8,75.0,-2.4,2020,12,22,구성동,0,1,1,winter,화요일,0
2020-12-23,0.0,3.8,0.0,0.9,76.3,-0.2,2020,12,23,구성동,0,1,1,winter,수요일,0
2020-12-24,0.0,4.4,0.0,2.1,61.0,-3.2,2020,12,24,구성동,0,1,1,winter,목요일,0
2020-12-25,0.0,0.3,0.0,1.3,65.5,-5.8,2020,12,25,구성동,0,0,0,winter,금요일,1
2020-12-26,0.0,1.4,0.0,0.7,75.3,-2.7,2020,12,26,구성동,0,1,0,winter,토요일,1
2020-12-27,0.0,3.0,0.0,0.6,78.4,-0.7,2020,12,27,구성동,0,1,1,winter,일요일,1
2020-12-28,1.0,5.4,0.0,0.8,73.4,0.5,2020,12,28,구성동,0,1,1,winter,월요일,0
2020-12-29,0.0,1.3,2.5,1.5,84.4,-1.1,2020,12,29,구성동,0,1,1,winter,화요일,0
2020-12-30,0.0,-7.5,0.0,3.1,63.5,-13.3,2020,12,30,구성동,1,0,0,winter,수요일,0
2020-12-31,0.0,-7.7,0.0,1.0,71.1,-12.2,2020,12,31,구성동,0,0,0,winter,목요일,0
2021-01-01,0.0,-4.6,2.1,0.5,88.8,-6.2,2021,1,1,구성동,0,1,0,winter,금요일,1
2021-01-02,0.0,-3.5,0.0,1.2,67.5,-9.4,2021,1,2,구성동,0,1,0,winter,토요일,1
2021-01-03,0.0,-4.1,0.0,0.8,63.8,-10.2,2021,1,3,구성동,0,1,0,winter,일요일,1
2021-01-04,0.0,-2.8,0.0,0.7,67.6,-8.3,2021,1,4,구성동,0,1,1,winter,월요일,0
2021-01-05,0.0,-2.8,0.1,1.8,61.1,-9.7,2021,1,5,구성동,0,1,0,winter,화요일,0
2021-01-06,1.0,-5.3,2.2,1.3,66.5,-10.9,2021,1,6,구성동,0,0,0,winter,수요일,0
2021-01-07,0.0,-11.2,1.5,2.9,57.8,-18.2,2021,1,7,구성동,1,0,0,winter,목요일,0
2021-01-08,0.0,-13.5,0.0,1.2,57.8,-20.3,2021,1,8,구성동,0,0,0,winter,금요일,0
2021-01-09,0.0,-11.4,0.0,1.1,65.5,-17.0,2021,1,9,구성동,0,0,0,winter,토요일,1
2021-01-10,0.0,-8.0,0.0,0.9,63.6,-14.3,2021,1,10,구성동,0,0,0,winter,일요일,1
2021-01-11,1.0,-6.0,0.0,0.6,70.8,-10.5,2021,1,11,구성동,0,1,1,winter,월요일,0
2021-01-12,0.0,-1.4,1.3,1.0,77.6,-5.1,2021,1,12,구성동,0,1,1,winter,화요일,0
2021-01-13,0.0,3.7,0.0,1.1,81.0,0.4,2021,1,13,구성동,0,1,1,winter,수요일,0
2021-01-14,1.0,3.3,0.0,0.9,58.1,-5.7,2021,1,14,구성동,0,2,1,winter,목요일,0
2021-01-15,0.0,6.1,0.0,1.7,69.5,0.9,2021,1,15,구성동,0,1,1,winter,금요일,0
2021-01-16,1.0,-1.1,0.0,2.5,58.6,-8.5,2021,1,16,구성동,1,1,1,winter,토요일,1
2021-01-17,0.0,-3.3,0.0,1.6,61.9,-10.0,2021,1,17,구성동,1,0,0,winter,일요일,1
2021-01-18,0.0,-1.5,3.3,2.3,74.6,-5.7,2021,1,18,구성동,0,1,0,winter,월요일,0
2021-01-19,0.0,-4.8,0.0,1.1,45.6,-15.7,2021,1,19,구성동,0,0,0,winter,화요일,0
2021-01-20,0.0,-0.6,0.0,0.7,52.4,-10.3,2021,1,20,구성동,0,1,0,winter,수요일,0
2021-01-21,0.0,4.9,4.6,0.6,72.8,0.0,2021,1,21,구성동,0,1,1,winter,목요일,0
2021-01-22,0.0,7.4,2.9,0.6,94.6,6.5,2021,1,22,구성동,0,1,0,winter,금요일,0
2021-01-23,1.0,8.0,0.0,1.9,82.4,5.0,2021,1,23,구성동,0,0,0,winter,토요일,1
2021-01-24,0.0,8.2,0.0,1.6,66.6,1.9,2021,1,24,구성동,1,0,0,winter,일요일,1
2021-01-25,0.0,8.3,0.0,2.0,64.5,1.4,2021,1,25,구성동,0,0,0,winter,월요일,0
2021-01-26,0.0,6.2,4.0,1.4,84.1,3.6,2021,1,26,구성동,0,0,0,winter,화요일,0
2021-01-27,0.0,2.9,0.0,1.5,52.3,-7.1,2021,1,27,구성동,0,1,1,winter,수요일,0
2021-01-28,0.0,-1.6,1.6,2.6,66.0,-7.3,2021,1,28,구성동,0,1,0,winter,목요일,0
2021-01-29,1.0,-6.0,0.0,1.9,55.4,-13.7,2021,1,29,구성동,1,0,0,winter,금요일,0
2021-01-30,0.0,0.2,0.0,1.2,61.0,-6.8,2021,1,30,구성동,0,1,1,winter,토요일,1
2021-01-31,0.0,3.8,0.0,0.9,63.3,-3.1,2021,1,31,구성동,0,1,0,winter,일요일,1
2021-02-01,1.0,7.3,8.1,1.7,82.0,4.2,2021,2,1,구성동,0,1,1,winter,월요일,0
2021-02-02,1.0,-2.4,0.0,2.5,46.9,-12.8,2021,2,2,구성동,1,1,0,winter,화요일,0
2021-02-03,1.0,-1.4,0.1,1.6,56.0,-10.0,2021,2,3,구성동,0,0,0,winter,수요일,0
2021-02-04,1.0,-0.5,0.5,1.8,49.3,-10.6,2021,2,4,구성동,1,0,0,winter,목요일,0
2021-02-05,2.0,1.2,0.0,1.1,54.3,-7.6,2021,2,5,구성동,0,0,0,winter,금요일,0
2021-02-06,0.0,6.0,0.0,1.7,78.6,2.5,2021,2,6,구성동,0,1,1,winter,토요일,1
2021-02-07,1.0,5.8,0.0,1.5,65.5,-0.7,2021,2,7,구성동,1,1,2,winter,일요일,1
2021-02-08,1.0,-1.7,0.0,2.4,46.8,-12.3,2021,2,8,구성동,1,0,0,winter,월요일,0
2021-02-09,0.0,0.0,0.0,1.3,51.8,-9.3,2021,2,9,구성동,0,0,0,winter,화요일,0
2021-02-10,1.0,2.6,0.0,0.9,68.9,-2.8,2021,2,10,구성동,0,1,1,winter,수요일,0
2021-02-11,0.0,5.3,0.0,0.8,68.0,-0.7,2021,2,11,구성동,0,1,1,winter,목요일,1
2021-02-12,0.0,6.9,0.0,0.8,56.0,-2.8,2021,2,12,구성동,0,1,1,winter,금요일,1
2021-02-13,0.0,7.6,0.0,0.7,47.8,-4.4,2021,2,13,구성동,0,1,2,winter,토요일,1
2021-02-14,0.0,9.1,1.0,0.8,66.0,2.6,2021,2,14,구성동,0,1,1,winter,일요일,1
2021-02-15,1.0,3.0,0.5,2.6,65.6,-3.1,2021,2,15,구성동,1,1,1,winter,월요일,0
2021-02-16,0.0,-2.7,3.4,1.7,66.8,-8.4,2021,2,16,구성동,1,0,0,winter,화요일,0
2021-02-17,2.0,-6.1,0.1,3.4,56.1,-13.6,2021,2,17,구성동,1,0,0,winter,수요일,0
2021-02-18,0.0,-4.3,0.4,2.0,61.6,-10.8,2021,2,18,구성동,1,1,0,winter,목요일,0
2021-02-19,0.0,2.6,0.0,1.7,66.3,-3.4,2021,2,19,구성동,1,1,0,winter,금요일,0
2021-02-20,0.0,11.2,0.0,2.2,64.9,4.5,2021,2,20,구성동,1,1,1,winter,토요일,1
2021-02-21,0.0,14.3,0.0,2.0,53.3,3.3,2021,2,21,구성동,1,1,1,winter,일요일,1
2021-02-22,0.0,11.7,0.0,2.2,46.9,0.3,2021,2,22,구성동,1,1,1,winter,월요일,0
2021-02-23,0.0,1.9,0.0,1.7,38.3,-11.6,2021,2,23,구성동,1,1,0,winter,화요일,0
2021-02-24,0.0,4.5,0.0,0.8,34.3,-11.8,2021,2,24,구성동,0,1,1,winter,수요일,0
2021-02-25,0.0,4.7,0.0,0.8,59.0,-2.8,2021,2,25,구성동,0,1,1,winter,목요일,0
2021-02-26,0.0,8.9,0.0,2.5,49.8,-1.9,2021,2,26,구성동,1,1,0,winter,금요일,0
2021-02-27,0.0,8.7,0.0,4.3,52.5,-0.6,2021,2,27,구성동,1,0,0,winter,토요일,1
2021-02-28,0.0,7.4,0.0,1.5,69.6,1.9,2021,2,28,구성동,1,0,0,winter,일요일,1
2021-03-01,1.0,8.2,50.8,1.5,95.3,7.4,2021,3,1,구성동,0,0,0,spring,월요일,1
2021-03-02,1.0,3.0,0.2,1.6,81.0,-0.1,2021,3,2,구성동,0,0,0,spring,화요일,0
2021-03-03,0.0,4.3,0.0,0.8,67.4,-2.1,2021,3,3,구성동,0,0,0,spring,수요일,0
2021-03-04,0.0,5.7,3.0,0.7,79.5,2.2,2021,3,4,구성동,0,1,0,spring,목요일,0
2021-03-05,2.0,8.5,0.0,1.1,75.8,3.9,2021,3,5,구성동,0,1,0,spring,금요일,0
2021-03-06,0.0,7.5,0.0,2.7,74.5,2.9,2021,3,6,구성동,0,1,0,spring,토요일,1
2021-03-07,0.0,6.7,0.0,2.3,71.5,1.7,2021,3,7,구성동,1,0,0,spring,일요일,1
2021-03-08,0.0,8.0,0.0,1.0,65.0,0.7,2021,3,8,구성동,0,1,1,spring,월요일,0
2021-03-09,0.0,7.5,0.0,1.1,58.3,-0.8,2021,3,9,구성동,0,1,1,spring,화요일,0
2021-03-10,0.0,9.6,0.0,1.3,50.9,-1.3,2021,3,10,구성동,1,1,1,spring,수요일,0
2021-03-11,2.0,11.0,0.0,1.1,49.1,-0.3,2021,3,11,구성동,1,1,1,spring,목요일,0
2021-03-12,0.0,8.3,12.2,1.3,88.0,6.2,2021,3,12,구성동,1,1,1,spring,금요일,0
2021-03-13,3.0,9.0,0.0,0.9,75.1,4.3,2021,3,13,구성동,0,1,0,spring,토요일,1
2021-03-14,0.0,9.4,0.0,1.1,72.0,4.2,2021,3,14,구성동,1,1,1,spring,일요일,1
2021-03-15,0.0,11.8,0.0,1.4,64.0,4.0,2021,3,15,구성동,1,1,1,spring,월요일,0
2021-03-16,0.0,11.1,0.0,2.2,50.4,-0.7,2021,3,16,구성동,1,1,0,spring,화요일,0
2021-03-17,2.0,10.0,0.0,1.0,49.3,-1.4,2021,3,17,구성동,0,2,0,spring,수요일,0
2021-03-18,0.0,12.5,0.0,1.2,55.5,3.2,2021,3,18,구성동,1,2,1,spring,목요일,0
2021-03-19,1.0,13.7,0.0,3.6,55.9,4.7,2021,3,19,구성동,1,1,0,spring,금요일,0
2021-03-20,1.0,9.0,6.7,1.7,87.9,7.0,2021,3,20,구성동,1,0,0,spring,토요일,1
2021-03-21,0.0,6.4,0.0,2.5,67.3,0.5,2021,3,21,구성동,1,1,1,spring,일요일,1
2021-03-22,1.0,7.1,0.0,2.2,51.5,-3.2,2021,3,22,구성동,1,1,0,spring,월요일,0
2021-03-23,0.0,9.9,0.0,2.2,63.1,2.3,2021,3,23,구성동,1,2,1,spring,화요일,0
2021-03-24,0.0,10.8,0.0,1.3,53.5,0.0,2021,3,24,구성동,1,1,0,spring,수요일,0
2021-03-25,0.0,13.0,0.0,1.2,58.3,4.2,2021,3,25,구성동,1,1,0,spring,목요일,0
2021-03-26,0.0,14.4,0.0,1.0,50.3,1.8,2021,3,26,구성동,1,1,1,spring,금요일,0
2021-03-27,0.0,12.2,20.5,1.3,78.0,8.1,2021,3,27,구성동,0,1,0,spring,토요일,1
2021-03-28,0.0,10.3,1.8,2.2,94.4,9.4,2021,3,28,구성동,1,0,0,spring,일요일,1
2021-03-29,0.0,12.2,0.0,1.8,56.9,2.6,2021,3,29,구성동,1,3,2,spring,월요일,0
2021-03-30,2.0,12.6,0.0,1.3,39.3,-2.1,2021,3,30,구성동,1,3,1,spring,화요일,0
2021-03-31,0.0,14.3,0.0,1.0,38.6,-1.4,2021,3,31,구성동,0,1,0,spring,수요일,0
2021-04-01,0.0,15.8,0.0,3.7,41.0,2.1,2021,4,1,구성동,1,1,0,spring,목요일,0
2021-04-02,0.0,17.6,0.0,3.2,50.5,7.1,2021,4,2,구성동,1,1,0,spring,금요일,0
2021-04-03,1.0,16.4,22.0,1.6,84.4,13.5,2021,4,3,구성동,1,1,0,spring,토요일,1
2021-04-04,4.0,11.7,6.8,1.8,89.8,10.0,2021,4,4,구성동,1,0,0,spring,일요일,1
2021-04-05,0.0,11.6,0.0,1.4,55.9,1.4,2021,4,5,구성동,0,0,0,spring,월요일,0
2021-04-06,0.0,13.2,0.0,1.7,50.6,1.6,2021,4,6,구성동,1,1,0,spring,화요일,0
2021-04-07,0.0,14.3,0.0,1.4,46.4,1.3,2021,4,7,구성동,1,1,1,spring,수요일,0
2021-04-08,1.0,13.1,0.0,1.7,39.9,-1.8,2021,4,8,구성동,1,1,0,spring,목요일,0
2021-04-09,1.0,12.3,0.0,2.6,51.4,1.9,2021,4,9,구성동,1,0,0,spring,금요일,0
2021-04-10,0.0,13.0,0.0,2.0,50.8,2.3,2021,4,10,구성동,1,1,0,spring,토요일,1
2021-04-11,0.0,15.6,0.0,1.3,50.3,3.5,2021,4,11,구성동,1,1,1,spring,일요일,1
2021-04-12,0.0,13.6,15.3,2.3,72.3,7.8,2021,4,12,구성동,1,1,0,spring,월요일,0
2021-04-13,1.0,11.3,1.8,2.3,73.4,6.0,2021,4,13,구성동,1,0,0,spring,화요일,0
2021-04-14,1.0,9.6,0.0,1.9,48.8,-2.0,2021,4,14,구성동,1,0,0,spring,수요일,0
2021-04-15,0.0,11.6,0.0,1.1,49.0,-0.4,2021,4,15,구성동,1,1,0,spring,목요일,0
2021-04-16,0.0,11.8,0.0,1.5,76.3,7.4,2021,4,16,구성동,1,1,0,spring,금요일,0
2021-04-17,2.0,10.7,0.0,2.0,60.3,1.8,2021,4,17,구성동,1,2,0,spring,토요일,1
2021-04-18,0.0,11.1,0.0,2.3,55.6,1.5,2021,4,18,구성동,1,0,0,spring,일요일,1
2021-04-19,1.0,13.5,0.0,1.7,58.3,4.1,2021,4,19,구성동,1,1,0,spring,월요일,0
2021-04-20,0.0,15.8,0.0,1.2,53.0,4.7,2021,4,20,구성동,1,1,1,spring,화요일,0
2021-04-21,0.0,19.6,0.0,1.0,43.5,5.8,2021,4,21,구성동,1,1,1,spring,수요일,0
2021-04-22,0.0,21.8,0.0,2.1,35.4,4.1,2021,4,22,구성동,1,1,1,spring,목요일,0
2021-04-23,0.0,19.0,0.1,3.4,34.9,3.0,2021,4,23,구성동,1,1,0,spring,금요일,0
2021-04-24,0.0,17.9,0.0,1.7,39.3,3.5,2021,4,24,구성동,1,0,0,spring,토요일,1
2021-04-25,0.0,17.9,0.0,2.0,52.0,7.2,2021,4,25,구성동,1,0,0,spring,일요일,1
2021-04-26,0.0,17.0,0.0,1.9,45.3,4.1,2021,4,26,구성동,1,0,0,spring,월요일,0
