RECV_CPLT_DM,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour,cluster
2021-04-25 09:02:51,세종특별자치시 세종시 금남면 두만리(행정:금남면) 산26-14,127.288425,36.427848,21,4,25,9,6
2021-04-26 16:42:19,세종특별자치시 세종시 한솔동 (행정:한솔동) 1045,127.249855,36.475734,21,4,26,16,13
2021-04-29 11:57:15,세종특별자치시 조치원읍 신흥리 271-4 ,127.29098,36.59525,21,4,29,11,15
2021-04-29 23:28:51,세종특별자치시 세종시 나성동(한솔동) 361-77,127.25703026,36.49018949,21,4,29,23,43
2021-04-25 11:06:52,세종특별자치시 세종시 소정면 운당리(소정면) 315,127.1486111,36.7069444,21,4,25,11,1
2021-04-29 12:53:05,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 89,127.29405747,36.60319895,21,4,29,12,18
2021-04-25 12:23:07,세종특별자치시 세종시 소정면 운당리(소정면) 35-9,127.152344,36.69808668,21,4,25,12,1
2021-04-28 19:52:23,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25247145,36.4715302,21,4,28,19,13
2021-04-28 15:52:28,세종특별자치시 세종시 조치원읍 번암리(조치원읍) 142-18,127.2938889,36.5833333,21,4,28,15,12
2021-04-28 05:31:40,세종특별자치시 세종시 소담동(소담동) 32-100,127.307768,36.479931,21,4,28,5,20
2021-04-29 08:55:21,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 53-4,127.296678,36.59427,21,4,29,8,16
2021-04-29 08:22:25,세종특별자치시 세종시 반곡동(소담동) 735,127.30373195,36.49604742,21,4,29,8,19
2021-04-29 21:02:56,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 105-2,127.2945125,36.60278206,21,4,29,21,18
2021-05-01 13:46:36,세종특별자치시 세종시 조치원읍 서창리(조치원읍) 50-9,127.29297976,36.613065,21,5,1,13,8
2021-05-01 13:47:44,세종특별자치시 세종시 조치원읍 서창리(조치원읍) 50-9,127.29297976,36.613065,21,5,1,13,8
2021-04-27 17:34:00,세종특별자치시 세종시 보람동(보람동) 793,127.29312375,36.48169673,21,4,27,17,23
2021-05-01 16:03:13,세종특별자치시 세종시 전의면 유천리(전의면) 336,127.166147,36.685699,21,5,1,16,2
2021-04-27 07:51:49,세종특별자치시 세종시 소담동 (행정:소담동),127.301214,36.486284,21,4,27,7,22
2021-04-27 08:15:36,세종특별자치시 세종시 소담동 (행정:소담동),127.301214,36.486284,21,4,27,8,22
2021-04-27 08:17:37,세종특별자치시 세종시 다정동(다정동) 382-8,127.24029359,36.49896268,21,4,27,8,40
2021-04-27 08:29:56,세종특별자치시 세종시 다정동(다정동) 382-3,127.24015119,36.49833072,21,4,27,8,40
2021-04-27 08:35:24,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 257-4,127.292992,36.604881,21,4,27,8,18
2021-05-01 12:11:20,세종특별자치시 세종시 종촌동(종촌동) 640,127.244221,36.505696,21,5,1,12,41
2021-05-03 11:03:56,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 11-1,127.29713,36.604604,21,5,3,11,24
2021-05-03 09:43:37,세종특별자치시 세종시 어진동(도담동) 532,127.261226,36.507246,21,5,3,9,34
2021-05-03 23:59:02,세종특별자치시 세종시 도담동(도담동) 919,127.25813664,36.51624699,21,5,3,23,35
2021-04-27 18:52:08,세종특별자치시 세종시 반곡동(소담동) 718-2,127.30429779,36.49664711,21,4,27,18,19
2021-04-27 19:11:29,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 4-3,127.30038,36.601743,21,4,27,19,25
2021-05-01 05:35:00,세종특별자치시 세종시 다정동(다정동) 918-1,127.24895166,36.49741295,21,5,1,5,37
2021-05-14 22:24:02,세종특별자치시 세종시 나성동(새롬동) 730,127.25634849,36.49299484,21,5,14,22,43
2021-05-03 17:20:03,세종특별자치시 세종시 아름동(아름동) 1293,127.249399,36.51171406,21,5,3,17,33
2021-06-13 17:57:58,세종특별자치시 세종시 전의면 유천리(전의면) 378-1,127.175,36.6827778,21,6,13,17,2
2021-09-26 22:37:48,세종특별자치시 세종시 나성동 (행정:새롬동) 765,127.257209,36.489554,21,9,26,22,43
2021-08-29 06:45:00,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 89,127.29245,36.60231,21,8,29,6,18
2021-09-26 10:55:20,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 92,127.296361,36.592935,21,9,26,10,16
2021-06-29 15:00:46,세종특별자치시 세종시 종촌동(종촌동) 672-1,127.24818112,36.50219275,21,6,29,15,38
2021-10-01 18:36:25,세종특별자치시 세종시 종촌동 (행정:종촌동) 690,127.24547,36.501015,21,10,1,18,38
2021-06-16 22:42:40,세종특별자치시 세종시 고운동(고운동) 1902,127.23586713,36.49992214,21,6,16,22,39
2021-05-18 20:44:14,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 257-8,127.293575,36.604937,21,5,18,20,18
2021-06-19 12:14:07,세종특별자치시 세종시 다정동 (행정:다정동) 308-12,127.240836,36.499407,21,6,19,12,40
2021-05-18 17:13:28,세종특별자치시 세종시 소담동 (행정:소담동),127.301048,36.485562,21,5,18,17,22
2022-01-30 01:14:03,세종특별자치시 세종시 부강면 부강리(행정:부강면 ) 401-160,127.363319,36.532057,22,1,30,1,4
2021-05-01 22:07:59,세종특별자치시 세종시 부강면 부강리(부강면) 287-2,127.36606108,36.53745668,21,5,1,22,4
2021-04-30 20:02:02,세종특별자치시 세종시 새롬동(새롬동) 607,127.25340121,36.48325485,21,4,30,20,31
2021-05-06 08:59:32,세종특별자치시 세종시 부강면 부강리(행정:부강면) 412-2,127.364486,36.53089,21,5,6,8,4
2021-04-30 21:09:12,세종특별자치시 세종시 조치원읍 죽림리(조치원읍) 269,127.29884819,36.59119339,21,4,30,21,16
2021-05-02 18:25:58,세종특별자치시 세종시 나성동(새롬동) 741,127.25614628,36.48841417,21,5,2,18,43
2021-05-02 18:02:35,세종특별자치시 세종시 부강면 부강리(행정:부강면),127.36768,36.528307,21,5,2,18,4
2021-05-06 13:34:48,세종특별자치시 세종시 아름동 (행정:아름동),127.242025,36.513447,21,5,6,13,32
2021-05-05 10:01:48,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 89,127.29319,36.60319,21,5,5,10,18
2021-05-02 21:45:29,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 268-8,127.291131,36.60377,21,5,2,21,18
2021-05-04 09:24:32,세종특별자치시 세종시 보람동 (행정:보람동),127.288493,36.478062,21,5,4,9,23
2021-05-04 09:07:53,세종특별자치시 세종시 부강면 부강리(부강면) 989-7,127.361116,36.531906,21,5,4,9,4
2021-05-04 10:30:47,세종특별자치시 세종시 조치원읍 서창리(조치원읍) 50-10,127.29279569,36.61319357,21,5,4,10,8
2021-05-09 08:47:58,세종특별자치시 세종시 부강면 부강리(행정:부강면) 457-2,127.36854,36.53005,21,5,9,8,4
2021-05-04 17:40:37,세종특별자치시 세종시 새롬동 (행정:새롬동),127.251219,36.487061,21,5,4,17,31
2021-05-04 12:00:42,세종특별자치시 세종시 종촌동(종촌동) 690,127.2473457,36.50208981,21,5,4,12,38
2021-05-04 12:06:59,세종특별자치시 세종시 금남면 용포리(행정:금남면),127.281216,36.468869,21,5,4,12,26
2021-05-04 18:25:09,세종특별자치시 세종시 전의면 읍내리(전의면) 270-13,127.203419,36.676869,21,5,4,18,0
2021-05-04 18:27:20,세종특별자치시 세종시 전의면 읍내리(전의면) 270-13,127.203419,36.676869,21,5,4,18,0
2021-05-06 19:39:04,세종특별자치시 세종시 장군면 도계리(행정:장군면) 178-8,127.20386635,36.49544874,21,5,6,19,7
2021-05-04 23:22:28,세종특별자치시 세종시 조치원읍 원리(조치원읍) 12-4,127.297845,36.60126,21,5,4,23,25
2021-05-09 20:47:03,세종특별자치시 세종시 아름동 (행정:아름동) 1284,127.24652,36.51279,21,5,9,20,33
2021-05-06 18:26:12,세종특별자치시 세종시 부강면 부강리(부강면) 418,127.365858,36.529812,21,5,6,18,4
2021-05-06 17:57:03,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 89,127.29319,36.60319,21,5,6,17,18
2021-05-07 13:24:14,세종특별자치시 세종시 종촌동(종촌동) 690-2,127.24763769,36.50212945,21,5,7,13,38
2021-05-07 18:33:46,세종특별자치시 세종시 부강면 부강리(행정:부강면) 443-8,127.3667951,36.52995471,21,5,7,18,4
2021-05-07 23:24:35,세종특별자치시 세종시 나성동(새롬동) 361-215,127.257578,36.489222,21,5,7,23,43
2021-05-07 22:41:36,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 265-12,127.29127126,36.60446571,21,5,7,22,18
2021-05-07 22:38:18,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 265-12,127.29134687,36.60456781,21,5,7,22,18
2021-05-08 12:42:58,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25187651,36.47071314,21,5,8,12,13
2021-05-08 15:46:03,세종특별자치시 세종시 대평동(한솔동) 63-16,127.27729083,36.47323305,21,5,8,15,28
2021-05-08 05:57:48,세종특별자치시 세종시 조치원읍 상리(조치원읍) 36-1,127.30469161,36.60326315,21,5,8,5,21
2021-05-14 20:16:23,세종특별자치시 세종시 나성동 (행정:새롬동) 730,127.255829,36.492838,21,5,14,20,43
2021-05-08 18:23:57,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 89,127.29285947,36.60273993,21,5,8,18,18
2021-05-08 17:59:10,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 105-2,127.2945125,36.60278206,21,5,8,17,18
2021-05-09 13:36:19,세종특별자치시 세종시 아름동(아름동) 800,127.2480556,36.525,21,5,9,13,17
2021-05-10 21:17:50,세종특별자치시 세종시 나성동(한솔동) 361-87,127.25683726,36.49202516,21,5,10,21,43
2021-05-11 08:39:15,세종특별자치시 세종시 소담동(소담동) 530,127.30195284,36.48783803,21,5,11,8,22
2021-05-10 09:29:13,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 167,127.295853,36.590966,21,5,10,9,16
2021-05-13 07:47:55,세종특별자치시 세종시 나성동(새롬동) 713,127.2597222,36.4833333,21,5,13,7,45
2021-05-13 07:42:48,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 380-5,127.22236,36.499198,21,5,13,7,29
2021-05-13 07:42:24,세종특별자치시 세종시 장군면 봉안리(장군면) 539-6,127.22176851,36.49869602,21,5,13,7,29
2021-05-11 13:11:38,세종특별자치시 세종시 보람동 (행정:보람동),127.288854,36.47684,21,5,11,13,23
2021-05-11 13:12:49,세종특별자치시 세종시 보람동 (행정:보람동),127.288854,36.47684,21,5,11,13,23
2021-05-11 10:02:51,세종특별자치시 세종시 반곡동 (행정:소담동) 736,127.30463,36.494922,21,5,11,10,19
2021-05-13 10:54:22,세종특별자치시 세종시 한솔동(한솔동) 984,127.25195684,36.47478049,21,5,13,10,13
2021-05-13 16:31:42,세종특별자치시 세종시 소정면 운당리(행정:소정면) 107-39,127.15160399,36.69807999,21,5,13,16,1
2021-05-13 16:59:29,세종특별자치시 세종시 가람동(한솔동) 510-2,127.249124,36.46829,21,5,13,16,13
2021-05-11 11:45:05,세종특별자치시 세종시 전의면 유천리(전의면) 335,127.167757,36.685506,21,5,11,11,2
2021-05-13 17:10:46,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 291-14,127.2908333,36.5963889,21,5,13,17,15
2021-05-14 19:40:08,세종특별자치시 세종시 아름동(아름동) 1351,127.24738598,36.51181187,21,5,14,19,33
2021-05-14 16:03:44,세종특별자치시 세종시 가람동(한솔동) 970,127.250356,36.470867,21,5,14,16,13
2021-05-14 15:49:00,세종특별자치시  보람동(보람동) 700-76,127.28884,36.47684,21,5,14,15,23
2021-05-14 22:17:59,세종특별자치시 세종시 나성동(새롬동) 725,127.25639794,36.49333711,21,5,14,22,43
2021-05-14 22:20:36,세종특별자치시 세종시 나성동(새롬동) 730,127.25634849,36.49299484,21,5,14,22,43
2021-05-21 00:14:22,세종특별자치시 세종시 아름동 (행정:아름동),127.249663,36.511364,21,5,21,0,33
2021-05-12 01:41:14,세종특별자치시 세종시 보람동(보람동) 757,127.2888889,36.4766667,21,5,12,1,23
2021-05-21 12:02:36,세종특별자치시 세종시 나성동 (행정:새롬동) 760,127.25672,36.49151,21,5,21,12,43
2021-05-19 15:36:55,세종특별자치시 세종시 가람동 (행정:한솔동),127.250774,36.471035,21,5,19,15,13
2021-05-19 16:04:50,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 9-26,127.297476,36.60135399,21,5,19,16,25
2021-05-19 15:14:46,세종특별자치시 세종시 가람동 (행정:한솔동),127.250774,36.471035,21,5,19,15,13
2021-05-12 17:33:50,세종특별자치시 세종시 전동면 심중리(행정:전동면) 산60-1,127.272339,36.645655,21,5,12,17,3
2021-05-12 17:32:51,세종특별자치시 세종시 나성동 (행정:새롬동) 800,127.258945,36.489816,21,5,12,17,43
2021-05-16 18:42:09,세종특별자치시 세종시 조치원읍 신안리(조치원읍) 35-30,127.29262498,36.61502735,21,5,16,18,8
2021-05-13 09:36:05,세종특별자치시 세종시 금남면 용담리(금남면) 10-4,127.29328394,36.41954899,21,5,13,9,6
2021-05-17 22:37:09,세종특별자치시 세종시 나성동(새롬동) 761,127.256634,36.491035,21,5,17,22,43
2021-05-13 20:20:08,세종특별자치시 세종시 나성동(새롬동) 792,127.2583333,36.4905556,21,5,13,20,43
2021-05-13 20:21:26,세종특별자치시 세종시 나성동(새롬동) 792,127.2583333,36.4905556,21,5,13,20,43
2021-05-14 14:41:06,세종특별자치시 세종시 대평동(보람동) 269-14,127.27382691,36.46915469,21,5,14,14,27
2021-05-14 12:46:27,세종특별자치시 세종시 연동면 응암리(행정:연동면) 420-13,127.35127,36.54087,21,5,14,12,4
2021-05-20 16:10:18,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 3-8,127.299908,36.601659,21,5,20,16,25
2021-05-20 16:17:20,세종특별자치시 세종시 고운동(고운동) 1386-1,127.23698872,36.51743433,21,5,20,16,30
2021-05-14 10:38:58,세종특별자치시 세종시 대평동(보람동) 269-14,127.27382691,36.46915469,21,5,14,10,27
2021-05-17 23:54:33,세종특별자치시 세종시 아름동(아름동) 1480,127.24922417,36.52762264,21,5,17,23,17
2021-05-14 10:38:58,세종특별자치시 세종시 대평동(보람동) 269-14,127.27382691,36.46915469,21,5,14,10,27
2021-05-17 18:42:54,세종특별자치시 세종시 소담동 (행정:소담동),127.299437,36.484756,21,5,17,18,22
2021-05-17 12:33:47,세종특별자치시 세종시 소담동(소담동) 573,127.30125625,36.48625355,21,5,17,12,22
2021-05-17 18:51:55,세종특별자치시 세종시 종촌동 (행정:종촌동) 652-2,127.25001077,36.50600895,21,5,17,18,38
2021-05-17 08:15:14,세종특별자치시 세종시 전의면 동교리(행정:전의면) 158-2,127.208005,36.679636,21,5,17,8,0
2021-05-17 21:23:40,세종특별자치시 세종시 전동면 보덕리(전동면) 360-3,127.27051735,36.64713979,21,5,17,21,3
2021-05-17 21:27:03,세종특별자치시 세종시 전동면 보덕리(전동면) 6,127.27029944,36.64720874,21,5,17,21,3
2021-05-28 16:38:28,세종특별자치시 세종시 새롬동 (행정:새롬동),127.251219,36.487061,21,5,28,16,31
2021-05-17 15:41:38,세종특별자치시 세종시 나성동(새롬동) 419-2,127.25822361,36.48605278,21,5,17,15,43
2021-05-19 12:47:40,세종특별자치시 세종시 다정동(다정동) 363-302,127.24286374,36.48969685,21,5,19,12,31
2021-05-28 18:55:31,세종특별자치시 세종시 새롬동(한솔동) 산5,127.25126189,36.48701455,21,5,28,18,31
2021-05-28 18:47:33,세종특별자치시 세종시 고운동(고운동) 761-20,127.247472,36.528769,21,5,28,18,17
2021-05-21 10:39:56,세종특별자치시 세종시 종촌동 (행정:종촌동) 690-2,127.24784863,36.50212019,21,5,21,10,38
2021-05-19 02:22:56,세종특별자치시 세종시 고운동(고운동) 1386-1,127.23698872,36.51743433,21,5,19,2,30
2021-05-21 16:09:12,세종특별자치시 세종시 대평동(대평동) 722,127.27597646,36.47364676,21,5,21,16,28
2021-05-25 10:51:47,세종특별자치시 세종시 한솔동(한솔동) 342-4,127.2483097,36.47695837,21,5,25,10,13
2021-05-19 08:34:52,세종특별자치시 세종시 소정면 운당리(행정:소정면) 35-1,127.152198,36.697786,21,5,19,8,1
2021-05-24 17:36:53,세종특별자치시 세종시 아름동 (행정:아름동) 1324,127.245719,36.512225,21,5,24,17,33
2021-05-24 18:18:52,세종특별자치시 세종시 나성동 (행정:새롬동) 721,127.262023,36.479923,21,5,24,18,44
2021-05-23 11:18:53,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 272-15,127.29073,36.602154,21,5,23,11,18
2021-05-22 00:03:04,세종특별자치시 세종시 연서면 월하리(행정:연서면),127.291686,36.575468,21,5,22,0,11
2021-05-22 12:26:22,세종특별자치시 세종시 한솔동 (행정:한솔동) 1045,127.249855,36.475734,21,5,22,12,13
2021-05-26 17:17:53,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 7-7,127.29868325,36.60500758,21,5,26,17,24
2021-05-29 19:03:35,세종특별자치시 세종시 아름동 (행정:아름동),127.248552,36.511419,21,5,29,19,33
2021-05-22 21:56:54,세종특별자치시 세종시 종촌동(종촌동) 674,127.24685294,36.50197711,21,5,22,21,38
2021-05-22 15:12:43,세종특별자치시 세종시 고운동 (행정:고운동) 1902,127.235859,36.500254,21,5,22,15,39
2021-06-05 12:08:32,세종특별자치시 세종시 부강면 부강리(행정:부강면) 482-9,127.368656,36.528065,21,6,5,12,4
2021-05-24 11:10:53,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 316-2,127.22257679,36.49998196,21,5,24,11,29
2021-05-22 09:19:05,세종특별자치시 세종시 소담동(소담동) 550,127.29837476,36.48306179,21,5,22,9,22
2021-05-24 12:40:22,세종특별자치시 세종시 보람동 (행정:보람동),127.288854,36.47684,21,5,24,12,23
2021-05-27 11:44:58,세종특별자치시 세종시 부강면 부강리(행정:부강면) 443-3,127.366652,36.530335,21,5,27,11,4
2021-06-07 18:26:01,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍),127.297825,36.600548,21,6,7,18,25
2021-05-24 16:23:43,세종특별자치시 세종시 고운동(고운동) 1724-1,127.23989458,36.50540577,21,5,24,16,41
2021-05-29 11:25:38,세종특별자치시 세종시 금남면 두만리(금남면) 402-11,127.285838,36.434065,21,5,29,11,6
2021-05-29 11:25:51,세종특별자치시 세종시 금남면 두만리(행정:금남면) 195-2,127.286293,36.434116,21,5,29,11,6
2021-05-29 12:43:20,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25214711,36.47086632,21,5,29,12,13
2021-05-27 08:58:51,세종특별자치시 세종시 아름동(도담동) 103,127.24737758,36.51134604,21,5,27,8,33
2021-05-27 08:52:38,세종특별자치시 세종시 소정면 운당리(행정:소정면) 82-4,127.1554786,36.69224654,21,5,27,8,1
2021-05-29 05:28:15,세종특별자치시 세종시 합강동(소담동) 177-5,127.3233333,36.5288889,21,5,29,5,5
2021-05-29 06:08:02,세종특별자치시 세종시 금남면 두만리(행정:금남면) 52-1,127.293964,36.424215,21,5,29,6,6
2021-05-27 21:40:11,세종특별자치시 세종시 나성동 (행정:새롬동) 797,127.25889,36.490246,21,5,27,21,43
2021-05-31 00:02:01,세종특별자치시 세종시 연서면 월하리(행정:연서면) 138-1,127.290464,36.573274,21,5,31,0,11
2021-05-26 09:00:58,세종특별자치시 세종시 도담동 (행정:도담동) 407,127.257943,36.519513,21,5,26,9,35
2021-06-07 20:54:00,세종특별자치시 세종시 아름동 (행정:아름동) 1360,127.248914,36.511382,21,6,7,20,33
2021-05-27 14:37:11,세종특별자치시 세종시 고운동 (행정:고운동) 1371,127.234998,36.519474,21,5,27,14,30
2021-05-27 14:34:10,세종특별자치시 세종시 고운동 (행정:고운동) 1371,127.234998,36.519474,21,5,27,14,30
2021-06-04 08:04:52,세종특별자치시 세종시 부강면 갈산리(부강면) 240-10,127.35687902,36.54056811,21,6,4,8,4
2021-06-01 18:54:47,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 11-1,127.29712169,36.60485964,21,6,1,18,24
2021-06-02 12:49:05,세종특별자치시 세종시 나성동(새롬동) 721,127.26241367,36.4799577,21,6,2,12,44
2021-05-30 04:27:07,세종특별자치시 세종시 보람동(보람동) 629-1,127.28980996,36.47908019,21,5,30,4,23
2021-05-28 12:38:39,세종특별자치시 세종시 도담동 (행정:도담동) 631,127.25817,36.516384,21,5,28,12,35
2021-05-30 23:31:52,세종특별자치시 세종시 연동면 응암리(연동면) 474-11,127.3491667,36.54,21,5,30,23,4
2021-06-01 23:31:30,세종특별자치시 세종시 조치원읍 서창리(조치원읍) 297-6,127.2919444,36.6055556,21,6,1,23,18
2021-06-01 09:32:07,세종특별자치시 세종시 종촌동 (행정:종촌동) 664,127.249708,36.503748,21,6,1,9,38
2021-05-29 13:41:30,세종특별자치시 세종시 다정동(다정동) 308-12,127.24099825,36.4996911,21,5,29,13,40
2021-05-29 13:57:31,세종특별자치시 세종시 금남면 감성리(금남면) 263-4,127.286267,36.435471,21,5,29,13,6
2021-05-29 14:18:25,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 89,127.293214,36.602881,21,5,29,14,18
2021-06-01 09:37:37,세종특별자치시 세종시 나성동 (행정:새롬동) 798,127.257746,36.489616,21,6,1,9,43
2021-06-04 21:35:46,세종특별자치시 세종시 도담동(도담동) 909,127.259016,36.517664,21,6,4,21,35
2021-06-03 02:24:36,세종특별자치시 세종시 새롬동(새롬동) 619,127.24788629,36.48696734,21,6,3,2,31
2021-06-01 22:24:23,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 270-5,127.290631,36.603076,21,6,1,22,18
2021-05-31 06:58:06,세종특별자치시 세종시 연서면 월하리(연서면) 487-5,127.291052,36.57383,21,5,31,6,11
2021-05-31 22:36:26,세종특별자치시 세종시 종촌동(종촌동) 649-1,127.24989337,36.50600001,21,5,31,22,38
2021-05-31 18:50:56,세종특별자치시 세종시 나성동 (행정:새롬동) 743,127.256718,36.487811,21,5,31,18,43
2021-06-02 13:59:00,세종특별자치시 세종시 도담동(도담동) 653,127.25929711,36.51407204,21,6,2,13,35
2021-06-02 13:56:36,세종특별자치시 세종시 도담동(도담동) 663,127.258995,36.513727,21,6,2,13,35
2021-06-03 21:15:31,세종특별자치시 세종시 도담동(도담동) 631,127.25893554,36.51629086,21,6,3,21,35
2021-06-04 16:37:35,세종특별자치시 세종시 다정동(다정동) 363-456,127.24317148,36.4896861,21,6,4,16,31
2021-06-04 16:49:02,세종특별자치시 세종시 다정동(다정동) 363-456,127.24317148,36.4896861,21,6,4,16,31
2021-06-04 06:58:55,세종특별자치시 세종시 부강면 부강리(부강면) 392-4,127.365254,36.533257,21,6,4,6,4
2021-06-03 08:56:03,세종특별자치시 세종시 조치원읍 상리(조치원읍) 47-1,127.304935,36.602679,21,6,3,8,21
2021-06-13 19:23:33,세종특별자치시  소담동(보람동) 32-42,127.30564095,36.48143407,21,6,13,19,20
2021-06-01 12:54:22,세종특별자치시 세종시 도담동(도담동) 848,127.25992443,36.51175186,21,6,1,12,35
2021-06-06 16:42:10,세종특별자치시 세종시 아름동 (행정:아름동) 1325,127.241988,36.51138,21,6,6,16,32
2021-06-09 19:19:25,세종특별자치시 세종시 도담동(도담동) 855,127.26206967,36.50864692,21,6,9,19,34
2021-06-06 20:48:05,세종특별자치시 세종시 조치원읍 서창리(행정:조치원읍) 205-4,127.28883796,36.61359594,21,6,6,20,8
2021-06-15 13:44:41,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 7-23,127.298459,36.600426,21,6,15,13,25
2021-06-06 19:27:01,세종특별자치시 세종시 장군면 도계리(장군면) 205-2,127.20601688,36.49578288,21,6,6,19,7
2021-06-07 17:32:07,세종특별자치시 세종시 아름동 (행정:아름동) 1289,127.24927,36.5122,21,6,7,17,33
2021-06-07 17:45:36,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 89,127.29328107,36.60258484,21,6,7,17,18
2021-06-07 08:02:23,세종특별자치시 세종시 다정동 (행정:종촌동),127.240469,36.499754,21,6,7,8,40
2021-06-13 12:54:29,세종특별자치시 세종시 장군면 도계리(행정:장군면) 154-1,127.20574853,36.49763796,21,6,13,12,7
2021-06-08 17:56:01,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 159-2,127.297602,36.591966,21,6,8,17,16
2021-06-08 18:47:14,세종특별자치시 세종시 고운동 (행정:고운동) 1902,127.235859,36.500254,21,6,8,18,39
2021-06-10 13:01:19,세종특별자치시 세종시 전의면 유천리(전의면) 322,127.171147,36.683714,21,6,10,13,2
2021-06-10 10:49:05,세종특별자치시 세종시 도담동 (행정:도담동) 657,127.258483,36.515282,21,6,10,10,35
2021-06-10 22:00:21,세종특별자치시 세종시 한솔동(한솔동) 974,127.25386451,36.47491053,21,6,10,22,13
2021-06-11 10:13:15,세종특별자치시 세종시 장군면 도계리(행정:장군면) 154-15,127.205205,36.497125,21,6,11,10,7
2021-06-08 16:26:58,세종특별자치시 세종시 다정동 (행정:종촌동),127.240469,36.499754,21,6,8,16,40
2021-06-08 17:19:39,세종특별자치시 세종시 다정동(다정동) 50-12,127.24043288,36.49967966,21,6,8,17,40
2021-06-16 18:12:13,세종특별자치시 세종시 나성동 (행정:새롬동) 720,127.262023,36.480256,21,6,16,18,44
2021-06-08 08:18:30,세종특별자치시 세종시 다정동(다정동) 960,127.244081,36.489651,21,6,8,8,31
2021-06-09 17:29:23,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 265-6,127.29236323,36.60490972,21,6,9,17,18
2021-06-10 12:06:28,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 393,127.2891374,36.59350555,21,6,10,12,15
2021-06-13 02:08:27,세종특별자치시 세종시 합강동(소담동) 177-5,127.3233333,36.5288889,21,6,13,2,5
2021-06-13 02:09:27,세종특별자치시 세종시 합강동(연동면) 10-65,127.32331971,36.52945358,21,6,13,2,5
2021-06-12 10:52:41,세종특별자치시 세종시 한솔동(한솔동) 971,127.25135507,36.47625141,21,6,12,10,13
2021-06-12 19:49:11,세종특별자치시 세종시 나성동 (행정:새롬동),127.256218,36.489422,21,6,12,19,43
2021-06-13 10:11:20,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) 37-4,127.30475949,36.60310181,21,6,13,10,21
2021-06-13 11:48:13,세종특별자치시 세종시 아름동 (행정:아름동),127.248802,36.527806,21,6,13,11,17
2021-06-13 12:03:33,세종특별자치시 세종시 조치원읍 번암리(행정:조치원읍) 139-3,127.293242,36.583351,21,6,13,12,12
2021-06-09 21:30:35,세종특별자치시 세종시 보람동(보람동) 756,127.28835362,36.47626877,21,6,9,21,23
2021-06-15 14:53:32,세종특별자치시 세종시 도담동(도담동) 627,127.25739099,36.5184316,21,6,15,14,35
2021-06-11 19:16:53,세종특별자치시 세종시 조치원읍 교리(조치원읍) 15-3,127.29827111,36.60396139,21,6,11,19,24
2021-06-12 12:34:18,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 270-5,127.290631,36.603076,21,6,12,12,18
2021-06-12 12:00:36,세종특별자치시 세종시 장군면 도계리(행정:장군면),127.206722,36.49781,21,6,12,12,7
2021-06-12 12:21:07,세종특별자치시 세종시 나성동(새롬동) 736,127.2558333,36.4905556,21,6,12,12,43
2021-06-11 15:49:11,세종특별자치시 세종시 전의면 읍내리(행정:전의면) 214-8,127.20486941,36.68024453,21,6,11,15,0
2021-06-11 15:51:39,세종특별자치시 세종시 보람동(보람동) 797,127.29334732,36.47847574,21,6,11,15,23
